,ID,School Name_x,Total Grads % of cohort,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school,target
625,12X682_2016,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,65.6,2.29,2.1,0.86,3,0.836,0.91,4,492.0,0.004,0.293,0.087,0.6990000000000001,0.693,0.098,0.289,0.006,,,0.585,0.813,3,2,3,3,3,0.87,3,0.94,4,3,0.8059999999999999,0.74,2,0.9640000000000001,0.93,4,1.8,0
626,12X684_2016,WINGS ACADEMY,47.2,2.29,2.1,0.78,3,0.8220000000000001,0.77,2,500.0,0.01,0.556,0.042,0.67,0.408,0.01,0.254,0.01,,,0.518,0.833,3,2,2,3,2,0.66,2,0.74,2,2,0.7909999999999999,0.51,2,0.95,0.81,2,2.6,0
627,12X692_2016,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,38.4,2.17,2.01,0.63,3,0.856,0.5,1,416.0,0.006999999999999999,0.168,0.262,0.6779999999999999,0.7909999999999999,0.079,0.276,0.017,,,0.637,0.828,2,2,3,3,2,0.68,2,0.75,2,1,0.7609999999999999,0.5,1,0.9620000000000001,0.6,1,0.3,0
628,13K265_2016,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,69.2,2.57,2.17,0.81,2,0.778,0.94,4,311.0,0.013000000000000001,0.723,0.042,0.569,0.235,0.016,0.196,0.003,,,0.6679999999999999,0.941,2,2,3,2,3,0.9,3,0.79,3,2,0.809,0.74,2,0.9620000000000001,0.9,3,1.8,0
629,13K350_2016,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,78.8,2.51,2.16,0.66,2,0.725,0.66,2,333.0,0.006,0.769,0.018000000000000002,0.526,0.201,0.045,0.231,0.015,,,0.5489999999999999,0.292,2,3,3,3,3,0.74,3,0.71,2,3,0.8109999999999999,0.65,2,0.973,0.66,1,11.0,1
630,13K412_2016,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL BCAM,65.1,2.47,2.13,0.89,4,0.758,0.93,4,379.0,0.011000000000000001,0.789,0.045,0.591,0.182,0.008,0.214,0.003,,,0.479,0.7140000000000001,4,3,4,4,3,0.85,3,0.84,3,2,0.8340000000000001,0.69,3,0.98,0.91,4,10.0,0
631,13K419_2016,SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE TECH,77.7,2.71,2.5,0.62,2,0.65,0.68,2,549.0,0.062,0.716,0.033,0.444,0.177,0.0,0.157,0.024,,,0.295,0.6559999999999999,3,3,3,3,3,0.74,3,0.85,3,3,0.892,0.53,2,0.973,0.74,2,4.2,1
632,13K430_2016,BROOKLYN TECHNICAL HIGH SCHOOL,95.5,3.92,4.11,0.73,3,0.426,0.73,2,5534.0,0.604,0.076,0.0,0.27,0.07400000000000001,0.001,0.016,0.21,,,0.066,0.9359999999999999,4,4,4,3,4,0.81,4,0.73,2,4,0.965,0.74,4,0.9640000000000001,0.81,2,10.3,1
633,13K439_2016,BROOKLYN INTERNATIONAL HIGH SCHOOL,80.2,1.9,2.25,0.97,4,0.903,0.97,4,362.0,0.312,0.185,0.804,0.445,0.359,0.0,0.03,0.14400000000000002,,,0.21899999999999997,0.72,4,4,4,4,4,0.95,4,0.85,3,4,0.92,0.9,4,0.9640000000000001,0.96,4,1.8,1
634,13K483_2016,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,93.3,2.75,2.49,0.91,4,0.585,0.94,4,459.0,0.024,0.7170000000000001,0.015,0.425,0.209,0.002,0.146,0.011000000000000001,,,0.253,0.613,4,4,4,4,4,0.8,4,0.85,3,4,0.9059999999999999,0.78,3,0.965,0.91,3,3.0,1
635,13K499_2016,ACORN COMMUNITY HIGH SCHOOL,68.5,2.38,2.14,0.76,3,0.743,0.84,3,373.0,0.013000000000000001,0.8340000000000001,0.038,0.531,0.129,0.011000000000000001,0.29,0.019,,,0.517,1.0,3,2,3,3,3,0.76,3,0.8,3,3,0.774,0.65,2,0.955,0.85,3,6.0,0
636,13K527_2016,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,68.3,2.63,2.29,0.76,4,0.687,0.8,3,304.0,0.03,0.727,0.043,0.484,0.135,0.01,0.184,0.099,,,0.44,0.703,3,4,4,4,4,0.77,4,0.8,3,3,0.861,0.68,2,0.9570000000000001,0.87,3,5.8,0
637,13K595_2016,BEDFORD ACADEMY HIGH SCHOOL,97.7,3.16,2.94,0.9,4,0.51,0.96,4,361.0,0.027999999999999997,0.8340000000000001,0.003,0.316,0.07200000000000001,0.003,0.122,0.022000000000000002,,,0.188,0.895,4,4,4,4,4,0.9,4,0.94,4,4,0.924,0.76,3,0.958,0.9,3,0.8,1
638,13K605_2016,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,75.0,2.53,2.29,0.73,3,0.691,0.78,3,619.0,0.027000000000000003,0.735,0.016,0.514,0.205,0.044000000000000004,0.192,0.026000000000000002,,,0.409,0.757,4,3,4,4,3,0.73,3,0.76,2,2,0.866,0.61,3,0.956,0.82,3,7.9,1
639,13K670_2016,BENJAMIN BANNEKER ACADEMY,94.2,3.33,3.12,0.63,2,0.55,0.61,1,916.0,0.036000000000000004,0.8540000000000001,0.008,0.374,0.087,0.015,0.08800000000000001,0.008,,,0.418,0.951,4,2,3,3,3,0.75,2,0.74,2,2,0.87,0.64,2,0.961,0.73,2,0.8,1
640,13K674_2016,CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING ARCHIT,81.3,2.85,2.76,0.76,3,0.531,0.88,4,451.0,0.033,0.7609999999999999,0.018000000000000002,0.341,0.16,0.009000000000000001,0.188,0.028999999999999998,,,0.264,0.6920000000000001,3,2,2,3,2,0.84,2,0.83,3,3,0.897,0.71,3,0.966,0.86,3,2.8,1
641,14K071_2016,JUAN MOREL CAMPOS SECONDARY SCHOOL,45.1,2.18,2.04,0.82,3,0.862,0.86,3,387.0,0.005,0.129,0.22,0.6609999999999999,0.8140000000000001,0.026000000000000002,0.292,0.036000000000000004,,,0.38,0.7659999999999999,3,3,3,3,3,0.82,3,0.86,3,2,0.872,0.69,3,0.961,0.88,3,3.8,0
642,14K322_2016,FOUNDATIONS ACADEMY,50.0,2.21,2.01,0.58,0,0.838,0.64,0,73.0,0.013999999999999999,0.7120000000000001,0.08199999999999999,0.685,0.27399999999999997,0.013999999999999999,0.32899999999999996,0.0,,,0.703,0.636,2,2,2,2,2,0.61,0,0.8,0,0,0.758,0.48,0,0.981,0.7,0,2.1,0
643,14K449_2016,BROOKLYN LATIN SCHOOL THE,94.0,3.83,3.98,0.9,4,0.436,0.94,4,664.0,0.402,0.172,0.0,0.264,0.14,0.0,0.026000000000000002,0.134,,,0.193,0.565,4,4,4,4,4,0.93,4,0.83,3,4,0.935,0.81,3,0.978,0.96,4,3.0,1
644,14K454_2016,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,69.6,2.33,2.08,0.83,3,0.8420000000000001,0.91,4,261.0,0.0,0.295,0.322,0.5710000000000001,0.682,0.023,0.226,0.015,,,0.475,0.76,3,2,3,3,3,0.83,3,0.87,3,3,0.846,0.71,3,0.956,0.93,3,4.4,0
645,14K474_2016,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,65.0,2.4,2.19,0.88,4,0.772,0.92,4,949.0,0.011000000000000001,0.359,0.135,0.596,0.615,0.031,0.183,0.006999999999999999,,,0.426,0.619,4,3,4,4,4,0.83,4,0.95,4,2,0.8320000000000001,0.72,3,0.968,0.92,4,19.0,0
646,14K477_2016,EAST WILLIAMSBURG SCHOLARS ACADEMY,56.3,2.45,2.2,0.81,2,0.8170000000000001,0.86,3,509.0,0.008,0.41700000000000004,0.18899999999999997,0.5870000000000001,0.54,0.004,0.20199999999999999,0.016,,,0.63,0.8059999999999999,3,2,3,2,2,0.8,2,0.79,3,2,0.775,0.61,2,0.973,0.88,3,2.3,0
647,14K478_2016,THE HIGH SCHOOL FOR ENTERPRISE BUSINESS AND TECHNO,78.5,2.55,2.43,0.67,3,0.726,0.73,2,913.0,0.035,0.353,0.08,0.536,0.5820000000000001,0.022000000000000002,0.198,0.02,,,0.354,0.77,4,3,4,4,3,0.71,3,0.81,3,3,0.867,0.67,3,0.953,0.81,3,5.8,1
648,14K488_2016,BROOKLYN PREPARATORY HIGH SCHOOL,86.0,2.73,2.44,0.79,4,0.636,0.84,3,513.0,0.023,0.524,0.021,0.452,0.425,0.006,0.162,0.013999999999999999,,,0.34700000000000003,0.6759999999999999,4,3,3,4,3,0.78,3,0.82,3,3,0.872,0.69,3,0.9440000000000001,0.88,3,5.9,1
649,14K558_2016,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,94.1,2.61,2.47,0.91,4,0.682,0.96,4,573.0,0.033,0.302,0.037000000000000005,0.511,0.607,0.003,0.26,0.044000000000000004,,,0.294,0.649,4,3,4,4,3,0.94,4,0.94,4,4,0.903,0.98,4,0.976,0.97,4,7.5,1
650,14K561_2016,WILLIAMSBURG PREPARATORY SCHOOL,88.4,2.78,2.59,0.89,4,0.66,0.92,4,680.0,0.034,0.151,0.032,0.494,0.71,0.006999999999999999,0.168,0.09699999999999999,,,0.299,0.884,4,3,4,4,3,0.86,3,0.86,3,4,0.897,0.77,3,0.971,0.94,4,5.6,1
651,14K586_2016,LYONS COMMUNITY SCHOOL,64.5,2.38,2.06,0.87,3,0.8540000000000001,0.88,3,353.0,0.017,0.368,0.102,0.652,0.5920000000000001,0.003,0.195,0.017,,,0.552,0.7020000000000001,3,3,3,3,3,0.76,3,0.83,3,2,0.81,0.7,2,0.9670000000000001,0.92,4,9.0,0
652,14K610_2016,AUTOMOTIVE HIGH SCHOOL,57.0,2.32,2.15,0.75,3,0.706,0.79,3,372.0,0.027000000000000003,0.519,0.081,0.551,0.414,0.086,0.312,0.024,,,0.595,0.43799999999999994,3,2,3,3,2,0.75,2,0.88,3,2,0.785,0.68,2,0.9570000000000001,0.81,3,4.9,0
653,14K614_2016,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,100.0,2.79,2.47,0.77,3,0.716,0.75,2,237.0,0.042,0.6409999999999999,0.038,0.473,0.249,0.0,0.14300000000000002,0.021,,,0.306,0.7,4,3,4,3,3,0.79,3,0.9,4,3,0.895,0.69,3,0.988,0.84,3,0.8,1
654,14K632_2016,FRANCES PERKINS ACADEMY,63.6,2.36,2.14,0.76,3,0.8,0.9,3,110.0,0.018000000000000002,0.627,0.055,0.618,0.29100000000000004,0.018000000000000002,0.309,0.036000000000000004,,,0.297,0.615,3,3,3,3,3,0.87,3,0.82,3,3,0.878,0.74,3,0.975,0.85,3,3.0,0
655,14K685_2016,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,77.3,2.44,2.22,0.91,4,0.773,0.96,4,246.0,0.004,0.098,0.122,0.573,0.85,0.004,0.244,0.016,,,0.435,0.8,4,3,4,4,4,0.93,4,0.86,3,3,0.857,0.81,3,0.971,0.94,4,5.0,1
656,15K429_2016,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,76.7,2.48,2.23,0.74,3,0.745,0.81,3,169.0,0.047,0.55,0.071,0.55,0.349,0.012,0.254,0.053,,,0.446,0.625,4,2,3,3,3,0.78,3,0.8,3,3,0.871,0.65,3,0.963,0.82,3,2.8,1
657,15K448_2016,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,88.7,2.65,2.28,0.86,4,0.638,0.9,4,415.0,0.046,0.424,0.039,0.451,0.42200000000000004,0.002,0.27699999999999997,0.092,,,0.52,0.645,4,3,4,4,4,0.81,4,0.89,3,4,0.83,0.7,3,0.965,0.92,3,1.9,1
658,15K462_2016,JOHN JAY SCHOOL FOR LAW,79.7,2.61,2.32,0.89,4,0.66,0.92,4,357.0,0.025,0.669,0.025,0.49,0.23199999999999998,0.006,0.14800000000000002,0.031,,,0.44299999999999995,0.76,4,4,4,4,4,0.85,4,0.84,3,3,0.847,0.65,3,0.9690000000000001,0.87,3,6.0,1
659,15K463_2016,SECONDARY SCHOOL FOR JOURNALISM,69.8,2.55,2.27,0.86,3,0.6940000000000001,0.93,4,222.0,0.063,0.509,0.095,0.509,0.365,0.0,0.18899999999999997,0.05,,,0.55,0.733,2,2,3,3,2,0.87,3,0.76,2,2,0.813,0.61,2,0.9790000000000001,0.86,2,0.7,0
660,15K464_2016,PARK SLOPE COLLEGIATE,78.5,2.5,2.28,0.82,4,0.607,0.89,4,356.0,0.065,0.47200000000000003,0.079,0.483,0.376,0.0,0.19699999999999998,0.031,,,0.344,0.605,4,3,4,4,4,0.74,3,0.85,3,3,0.885,0.69,3,0.961,0.9,3,12.0,1
661,15K497_2016,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,67.2,2.54,2.4,0.65,3,0.6970000000000001,0.72,2,311.0,0.039,0.486,0.09,0.524,0.33399999999999996,0.003,0.161,0.125,,,0.615,0.5379999999999999,3,3,4,4,4,0.66,3,0.82,3,2,0.813,0.62,2,0.978,0.78,2,3.8,0
662,15K519_2016,COBBLE HILL SCHOOL OF AMERICAN STUDIES,79.1,2.51,2.23,0.64,2,0.7120000000000001,0.61,1,589.0,0.031,0.643,0.07,0.528,0.255,0.065,0.205,0.042,,,0.488,0.556,4,3,4,3,3,0.69,3,0.78,3,3,0.8140000000000001,0.63,3,0.9570000000000001,0.78,2,5.8,1
663,15K592_2016,KHALIL GIBRAN INTERNATIONAL ACADEMY,67.3,2.48,2.21,0.73,4,0.765,0.84,3,232.0,0.172,0.38799999999999996,0.345,0.44799999999999995,0.055999999999999994,0.009000000000000001,0.155,0.349,,,0.36700000000000005,0.682,4,3,3,4,3,0.78,3,0.85,3,3,0.862,0.7,3,0.971,0.92,4,4.8,0
664,15K656_2016,BROOKLYN HIGH SCHOOL OF THE ARTS,80.0,2.88,2.61,0.7,3,0.583,0.71,2,924.0,0.027999999999999997,0.6829999999999999,0.01,0.41100000000000003,0.22399999999999998,0.037000000000000005,0.12,0.024,,,0.245,0.6609999999999999,4,4,4,4,4,0.76,4,0.75,2,2,0.9159999999999999,0.6,3,0.968,0.78,2,8.0,1
665,15K667_2016,SUNSET PARK HIGH SCHOOL,63.9,2.48,2.33,0.68,3,0.753,0.71,2,1314.0,0.07200000000000001,0.09,0.14800000000000002,0.581,0.769,0.053,0.21600000000000003,0.065,,,0.361,0.627,4,4,4,4,4,0.74,4,0.79,3,3,0.858,0.69,3,0.972,0.81,3,1.8,0
666,15K684_2016,MILLENNIUM BROOKLYN HS,97.5,3.54,3.36,0.92,4,0.401,0.96,4,620.0,0.08900000000000001,0.247,0.0,0.25,0.273,0.0,0.11599999999999999,0.306,,,0.149,0.6409999999999999,4,3,4,4,3,0.91,4,0.89,3,4,0.937,0.83,4,0.973,0.95,4,1.0,1
667,16K393_2016,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,47.4,2.34,1.94,0.68,2,0.802,0.81,3,77.0,0.0,0.8440000000000001,0.0,0.649,0.156,0.11699999999999999,0.35100000000000003,0.0,,,0.48700000000000004,0.7,3,2,3,2,3,0.75,2,0.86,3,2,0.845,0.63,2,0.963,0.83,3,5.6,0
668,16K455_2016,BOYS AND GIRLS HIGH SCHOOL,49.2,2.28,2.11,0.73,3,0.7829999999999999,0.79,2,383.0,0.013000000000000001,0.88,0.042,0.598,0.073,0.057,0.345,0.013000000000000001,,,0.43200000000000005,0.6759999999999999,3,2,2,3,2,0.84,2,0.8,0,2,0.8220000000000001,0.62,2,0.97,0.81,0,2.0,0
669,16K498_2016,BROOKLYN HS FOR LAW AND TECHNOLOGY,66.0,2.57,2.31,0.73,3,0.727,0.79,3,650.0,0.025,0.708,0.032,0.5710000000000001,0.23800000000000002,0.031,0.20800000000000002,0.012,,,0.278,0.647,4,3,3,3,3,0.72,3,0.78,2,2,0.875,0.56,3,0.956,0.86,3,0.9,0
670,16K594_2016,GOTHAM PROFESSIONAL ARTS ACADEMY,52.8,2.43,2.18,0.61,3,0.778,0.72,2,197.0,0.0,0.8170000000000001,0.03,0.563,0.152,0.005,0.249,0.005,,,0.645,0.857,4,3,4,4,4,0.79,4,0.93,4,2,0.755,0.6,2,0.972,0.82,3,9.0,0
671,16K688_2016,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,61.5,2.18,2.04,0.89,3,0.851,0.95,4,126.0,0.055999999999999994,0.754,0.095,0.6829999999999999,0.159,0.048,0.302,0.016,,,0.672,0.636,3,2,3,3,2,0.92,3,0.81,3,2,0.795,0.68,2,0.9890000000000001,0.95,4,3.8,0
673,17K122_2016,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL P,57.7,2.71,2.49,0.89,3,0.56,0.92,4,517.0,0.025,0.867,0.012,0.377,0.09699999999999999,0.004,0.151,0.002,,,0.2,0.885,4,3,3,3,3,0.89,3,0.86,3,3,0.927,0.8,4,0.991,0.93,4,5.0,0
674,17K382_2016,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,55.8,2.41,2.17,0.67,2,0.705,0.78,3,316.0,0.016,0.823,0.10099999999999999,0.48100000000000004,0.13,0.009000000000000001,0.209,0.009000000000000001,,,0.531,0.778,3,2,3,2,3,0.76,2,0.76,2,3,0.7929999999999999,0.61,2,0.976,0.84,3,6.0,0
675,17K408_2016,ACADEMY OF HOSPITALITY AND TOURISM,46.6,2.26,2.05,0.85,3,0.7120000000000001,0.88,3,224.0,0.036000000000000004,0.8079999999999999,0.17,0.433,0.11199999999999999,0.027000000000000003,0.259,0.031,,,0.462,0.737,3,2,3,3,2,0.75,2,0.74,2,2,0.789,0.65,2,0.975,0.89,3,0.3,0
676,17K524_2016,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,69.6,1.85,1.98,0.91,4,0.897,0.91,4,417.0,0.153,0.266,0.866,0.384,0.47,0.002,0.07,0.10099999999999999,,,0.325,0.767,3,4,4,4,4,0.87,4,0.85,3,3,0.878,0.8,3,0.948,0.93,4,6.4,0
677,17K528_2016,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,57.9,2.46,2.16,0.81,4,0.6809999999999999,0.84,3,231.0,0.026000000000000002,0.81,0.16,0.424,0.13,0.013000000000000001,0.17300000000000001,0.03,,,0.332,0.8240000000000001,4,3,4,4,4,0.85,4,0.96,4,3,0.879,0.7,3,0.973,0.87,3,5.9,0
678,17K531_2016,SCHOOL FOR HUMAN RIGHTS THE,67.9,2.52,2.23,0.9,3,0.659,0.93,4,303.0,0.006999999999999999,0.8809999999999999,0.036000000000000004,0.436,0.096,0.006999999999999999,0.175,0.006999999999999999,,,0.275,0.917,3,3,3,3,3,0.89,3,0.82,3,3,0.893,0.76,3,0.9670000000000001,0.92,4,9.0,0
679,17K533_2016,SCHOOL FOR DEMOCRACY AND LEADERSHIP,45.9,2.39,2.2,0.54,2,0.667,0.65,2,245.0,0.004,0.898,0.053,0.429,0.057,0.024,0.24100000000000002,0.02,,,0.584,0.815,3,2,4,3,3,0.69,3,0.8,3,2,0.767,0.63,2,0.9540000000000001,0.74,2,4.8,0
680,17K537_2016,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT,75.8,2.43,2.13,0.75,4,0.69,0.79,3,394.0,0.015,0.82,0.081,0.49,0.109,0.01,0.254,0.036000000000000004,,,0.337,0.905,4,3,4,4,3,0.75,3,0.8,3,3,0.873,0.63,3,0.9590000000000001,0.85,3,11.3,1
681,17K539_2016,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,73.6,2.46,2.18,0.74,3,0.669,0.84,3,412.0,0.039,0.794,0.107,0.43700000000000006,0.10400000000000001,0.002,0.201,0.027000000000000003,,,0.35100000000000003,0.682,3,2,3,3,3,0.76,3,0.9,4,3,0.8420000000000001,0.63,3,0.963,0.85,3,4.8,1
682,17K543_2016,SCIENCE TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH,94.9,3.27,3.21,0.94,4,0.51,0.97,4,332.0,0.039,0.88,0.0,0.34600000000000003,0.051,0.0,0.051,0.009000000000000001,,,0.08900000000000001,0.828,4,3,4,4,3,0.93,4,0.99,4,3,0.9590000000000001,0.77,4,0.965,0.94,4,8.0,1
683,17K546_2016,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,93.3,3.08,2.87,0.88,3,0.6,0.9,3,467.0,0.045,0.7490000000000001,0.013000000000000001,0.426,0.16899999999999998,0.013000000000000001,0.12,0.015,,,0.154,0.9259999999999999,3,3,3,3,3,0.82,3,0.74,2,3,0.9309999999999999,0.7,3,0.963,0.9,3,3.4,1
684,17K547_2016,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,72.6,2.47,2.23,0.74,3,0.67,0.74,2,427.0,0.044000000000000004,0.815,0.068,0.489,0.10800000000000001,0.027999999999999997,0.183,0.019,,,0.267,0.8059999999999999,3,3,4,3,3,0.78,3,0.82,3,3,0.9,0.63,3,0.978,0.86,3,13.0,0
685,17K548_2016,BROOKLYN SCHOOL FOR MUSIC & THEATRE,85.7,2.47,2.14,0.77,3,0.701,0.79,3,352.0,0.003,0.813,0.013999999999999999,0.537,0.165,0.003,0.185,0.017,,,0.402,0.708,3,2,3,3,3,0.82,3,0.85,3,2,0.86,0.6,2,0.9490000000000001,0.82,3,9.0,1
686,17K590_2016,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,93.6,3.37,3.24,0.78,3,0.474,0.87,3,946.0,0.027000000000000003,0.882,0.008,0.297,0.051,0.001,0.059000000000000004,0.011000000000000001,,,0.359,0.823,4,4,4,3,3,0.85,4,0.94,4,3,0.8859999999999999,0.64,3,0.982,0.86,3,14.9,1
687,17K600_2016,CLARA BARTON HIGH SCHOOL,66.3,2.6,2.31,0.68,3,0.63,0.76,2,1358.0,0.012,0.8859999999999999,0.085,0.447,0.066,0.085,0.18100000000000002,0.01,,,0.259,0.828,3,2,2,3,2,0.68,2,0.79,3,2,0.899,0.56,3,0.9690000000000001,0.79,2,9.4,0
688,17K745_2016,BROOKLYN INSTITUTE FOR LIBERAL ARTS,90.6,2.48,2.15,0.75,3,0.637,0.75,2,353.0,0.017,0.892,0.057,0.431,0.059000000000000004,0.003,0.195,0.011000000000000001,,,0.193,0.20800000000000002,4,3,4,3,3,0.74,3,0.82,3,4,0.925,0.74,4,0.985,0.83,3,4.0,1
689,17K751_2016,ACADEMY FOR HEALTH CAREERS,72.2,2.55,2.3,0.81,3,0.735,0.91,3,362.0,0.025,0.8290000000000001,0.05,0.555,0.099,0.057999999999999996,0.16,0.013999999999999999,,,0.505,0.6,3,2,2,3,2,0.76,2,0.83,3,2,0.8340000000000001,0.62,2,0.963,0.84,2,6.0,0
690,18K563_2016,IT TAKES A VILLAGE ACADEMY,86.4,2.62,2.37,0.88,4,0.6679999999999999,0.95,4,608.0,0.008,0.895,0.138,0.368,0.059000000000000004,0.002,0.127,0.01,,,0.18100000000000002,0.725,4,3,4,4,4,0.83,4,0.95,4,4,0.915,0.64,3,0.9620000000000001,0.89,3,9.0,1
691,18K566_2016,BROOKLYN GENERATION SCHOOL,61.5,2.43,2.11,0.87,3,0.622,0.9,4,234.0,0.013000000000000001,0.863,0.064,0.457,0.094,0.004,0.244,0.0,,,0.22699999999999998,0.88,3,3,4,3,3,0.89,4,0.86,3,3,0.889,0.73,3,0.977,0.89,3,4.8,0
692,18K567_2016,BROOKLYN THEATRE ARTS HIGH SCHOOL,59.1,2.46,2.17,0.69,3,0.6940000000000001,0.71,2,374.0,0.003,0.81,0.024,0.5529999999999999,0.134,0.016,0.155,0.013000000000000001,,,0.561,0.895,3,3,3,3,3,0.77,3,0.76,2,3,0.8109999999999999,0.59,2,0.968,0.79,2,3.9,0
693,18K569_2016,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,69.4,2.44,2.14,0.8,4,0.63,0.88,3,357.0,0.008,0.9129999999999999,0.039,0.41700000000000004,0.073,0.006,0.21,0.003,,,0.243,0.654,4,3,4,4,3,0.77,3,0.86,3,3,0.902,0.68,4,0.9520000000000001,0.88,3,1.9,0
694,18K576_2016,VICTORY COLLEGIATE HIGH SCHOOL,69.9,2.49,2.25,0.77,4,0.604,0.85,3,339.0,0.009000000000000001,0.879,0.018000000000000002,0.42200000000000004,0.062,0.003,0.212,0.012,,,0.32899999999999996,0.565,4,4,4,4,4,0.73,4,0.85,3,3,0.903,0.73,3,0.9670000000000001,0.9,3,9.0,0
695,18K589_2016,ARTS & MEDIA PREPARATORY ACADEMY,67.3,2.48,2.13,0.83,3,0.735,0.9,4,236.0,0.017,0.8220000000000001,0.059000000000000004,0.602,0.136,0.021,0.182,0.017,,,0.462,0.778,3,2,2,3,2,0.81,2,0.76,2,2,0.852,0.64,2,0.9570000000000001,0.88,3,2.0,0
696,18K617_2016,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,70.7,2.37,2.14,0.71,3,0.609,0.72,2,296.0,0.01,0.858,0.061,0.392,0.105,0.03,0.19899999999999998,0.017,,,0.409,0.87,3,2,3,3,3,0.79,3,0.78,3,3,0.866,0.68,3,0.9690000000000001,0.85,3,8.0,0
697,18K629_2016,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,61.7,2.41,2.2,0.65,2,0.598,0.79,3,354.0,0.006,0.8759999999999999,0.065,0.381,0.102,0.003,0.243,0.008,,,0.34600000000000003,0.769,3,2,3,3,2,0.72,2,0.77,2,2,0.877,0.6,3,0.953,0.82,2,8.0,0
698,18K633_2016,HIGH SCHOOL FOR MEDICAL PROFESSIONS,85.6,2.75,2.49,0.85,3,0.604,0.93,4,413.0,0.036000000000000004,0.8059999999999999,0.017,0.44299999999999995,0.131,0.002,0.14300000000000002,0.012,,,0.24100000000000002,0.8079999999999999,3,3,4,3,3,0.83,3,0.83,3,3,0.919,0.65,3,0.9640000000000001,0.89,3,2.8,1
699,18K637_2016,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,78.8,2.48,2.23,0.75,3,0.667,0.85,3,293.0,0.038,0.8290000000000001,0.08900000000000001,0.48100000000000004,0.102,0.006999999999999999,0.195,0.027000000000000003,,,0.525,0.542,4,2,4,3,3,0.73,3,0.91,4,3,0.8270000000000001,0.69,3,0.9620000000000001,0.86,3,4.8,1
700,18K642_2016,URBAN ACTION ACADEMY,62.7,2.38,2.12,0.68,3,0.6409999999999999,0.8,3,293.0,0.02,0.792,0.109,0.43,0.113,0.051,0.225,0.048,,,0.539,0.583,3,2,2,3,3,0.79,2,0.81,3,2,0.804,0.61,2,0.986,0.81,2,3.0,0
